pass,concept_a,concept_b,relation
2,toilets.can-i-flush-the-paper,toilets.out-of-order,none
3,toilets.can-i-flush-the-paper,toilets.out-of-order,none
1,toilets.can-i-flush-the-paper,toilets.squat-toilet,none
2,toilets.can-i-flush-the-paper,toilets.squat-toilet,none
3,toilets.can-i-flush-the-paper,toilets.squat-toilet,none
1,toilets.can-i-flush-the-paper,toilets.the-toilet-will-not-flush,none
2,toilets.can-i-flush-the-paper,toilets.the-toilet-will-not-flush,none
3,toilets.can-i-flush-the-paper,toilets.the-toilet-will-not-flush,none
1,toilets.can-i-flush-the-paper,toilets.there-is-no-toilet-paper,none
2,toilets.can-i-flush-the-paper,toilets.there-is-no-toilet-paper,none
3,toilets.can-i-flush-the-paper,toilets.there-is-no-toilet-paper,none
1,toilets.can-i-flush-the-paper,toilets.toilet-paper,none
2,toilets.can-i-flush-the-paper,toilets.toilet-paper,partial
3,toilets.can-i-flush-the-paper,toilets.toilet-paper,partial
1,toilets.can-i-flush-the-paper,toilets.toilet-wc,none
2,toilets.can-i-flush-the-paper,toilets.toilet-wc,none
3,toilets.can-i-flush-the-paper,toilets.toilet-wc,none
1,toilets.can-i-flush-the-paper,toilets.where-can-i-wash-my-hands,none
2,toilets.can-i-flush-the-paper,toilets.where-can-i-wash-my-hands,none
3,toilets.can-i-flush-the-paper,toilets.where-can-i-wash-my-hands,none
1,toilets.can-i-flush-the-paper,toilets.where-public-toilet,none
2,toilets.can-i-flush-the-paper,toilets.where-public-toilet,none
3,toilets.can-i-flush-the-paper,toilets.where-public-toilet,none
1,toilets.can-i-flush-the-paper,toilets.where-toilet,none
2,toilets.can-i-flush-the-paper,toilets.where-toilet,none
3,toilets.can-i-flush-the-paper,toilets.where-toilet,none
1,toilets.can-i-flush-the-paper,toilets.womens-toilet,none
2,toilets.can-i-flush-the-paper,toilets.womens-toilet,none
3,toilets.can-i-flush-the-paper,toilets.womens-toilet,none
1,toilets.do-i-need-a-coin,toilets.drinking-water,none
2,toilets.do-i-need-a-coin,toilets.drinking-water,none
3,toilets.do-i-need-a-coin,toilets.drinking-water,none
1,toilets.do-i-need-a-coin,toilets.is-it-free,partial
2,toilets.do-i-need-a-coin,toilets.is-it-free,partial
3,toilets.do-i-need-a-coin,toilets.is-it-free,none
1,toilets.do-i-need-a-coin,toilets.is-it-only-for-customers,none
2,toilets.do-i-need-a-coin,toilets.is-it-only-for-customers,none
3,toilets.do-i-need-a-coin,toilets.is-it-only-for-customers,none
1,toilets.do-i-need-a-coin,toilets.is-the-tap-water-safe-to-drink,none
2,toilets.do-i-need-a-coin,toilets.is-the-tap-water-safe-to-drink,none
3,toilets.do-i-need-a-coin,toilets.is-the-tap-water-safe-to-drink,none
1,toilets.do-i-need-a-coin,toilets.is-there-a-toilet-on-board,none
2,toilets.do-i-need-a-coin,toilets.is-there-a-toilet-on-board,none
3,toilets.do-i-need-a-coin,toilets.is-there-a-toilet-on-board,none
1,toilets.do-i-need-a-coin,toilets.it-is-out-of-order,none
2,toilets.do-i-need-a-coin,toilets.it-is-out-of-order,none
3,toilets.do-i-need-a-coin,toilets.it-is-out-of-order,none
1,toilets.do-i-need-a-coin,toilets.it-is-urgent,none
2,toilets.do-i-need-a-coin,toilets.it-is-urgent,none
3,toilets.do-i-need-a-coin,toilets.it-is-urgent,none
1,toilets.do-i-need-a-coin,toilets.may-i-have-the-toilet-key,none
2,toilets.do-i-need-a-coin,toilets.may-i-have-the-toilet-key,none
3,toilets.do-i-need-a-coin,toilets.may-i-have-the-toilet-key,none
1,toilets.do-i-need-a-coin,toilets.may-i-use-the-toilet,none
2,toilets.do-i-need-a-coin,toilets.may-i-use-the-toilet,none
3,toilets.do-i-need-a-coin,toilets.may-i-use-the-toilet,none
1,toilets.do-i-need-a-coin,toilets.mens-toilet,none
2,toilets.do-i-need-a-coin,toilets.mens-toilet,none
3,toilets.do-i-need-a-coin,toilets.mens-toilet,none
1,toilets.do-i-need-a-coin,toilets.not-for-drinking,none
2,toilets.do-i-need-a-coin,toilets.not-for-drinking,none
3,toilets.do-i-need-a-coin,toilets.not-for-drinking,none
1,toilets.do-i-need-a-coin,toilets.out-of-order,none
2,toilets.do-i-need-a-coin,toilets.out-of-order,none
3,toilets.do-i-need-a-coin,toilets.out-of-order,none
1,toilets.do-i-need-a-coin,toilets.squat-toilet,none
2,toilets.do-i-need-a-coin,toilets.squat-toilet,none
3,toilets.do-i-need-a-coin,toilets.squat-toilet,none
1,toilets.do-i-need-a-coin,toilets.the-toilet-will-not-flush,none
2,toilets.do-i-need-a-coin,toilets.the-toilet-will-not-flush,none
3,toilets.do-i-need-a-coin,toilets.the-toilet-will-not-flush,none
1,toilets.do-i-need-a-coin,toilets.there-is-no-toilet-paper,none
2,toilets.do-i-need-a-coin,toilets.there-is-no-toilet-paper,none
3,toilets.do-i-need-a-coin,toilets.there-is-no-toilet-paper,none
1,toilets.do-i-need-a-coin,toilets.toilet-paper,none
2,toilets.do-i-need-a-coin,toilets.toilet-paper,none
3,toilets.do-i-need-a-coin,toilets.toilet-paper,none
1,toilets.do-i-need-a-coin,toilets.toilet-wc,none
2,toilets.do-i-need-a-coin,toilets.toilet-wc,none
3,toilets.do-i-need-a-coin,toilets.toilet-wc,none
1,toilets.do-i-need-a-coin,toilets.where-can-i-wash-my-hands,none
2,toilets.do-i-need-a-coin,toilets.where-can-i-wash-my-hands,none
3,toilets.do-i-need-a-coin,toilets.where-can-i-wash-my-hands,none
1,toilets.do-i-need-a-coin,toilets.where-public-toilet,none
2,toilets.do-i-need-a-coin,toilets.where-public-toilet,none
3,toilets.do-i-need-a-coin,toilets.where-public-toilet,none
1,toilets.do-i-need-a-coin,toilets.where-toilet,none
2,toilets.do-i-need-a-coin,toilets.where-toilet,none
3,toilets.do-i-need-a-coin,toilets.where-toilet,none
1,toilets.do-i-need-a-coin,toilets.womens-toilet,none
2,toilets.do-i-need-a-coin,toilets.womens-toilet,none
3,toilets.do-i-need-a-coin,toilets.womens-toilet,none
1,toilets.drinking-water,toilets.is-it-free,none
2,toilets.drinking-water,toilets.is-it-free,none
3,toilets.drinking-water,toilets.is-it-free,none
1,toilets.drinking-water,toilets.is-it-only-for-customers,none
2,toilets.drinking-water,toilets.is-it-only-for-customers,none
3,toilets.drinking-water,toilets.is-it-only-for-customers,none
1,toilets.drinking-water,toilets.is-the-tap-water-safe-to-drink,partial
2,toilets.drinking-water,toilets.is-the-tap-water-safe-to-drink,partial
3,toilets.drinking-water,toilets.is-the-tap-water-safe-to-drink,partial
1,toilets.drinking-water,toilets.is-there-a-toilet-on-board,none
2,toilets.drinking-water,toilets.is-there-a-toilet-on-board,none
3,toilets.drinking-water,toilets.is-there-a-toilet-on-board,none
1,toilets.drinking-water,toilets.it-is-out-of-order,none
2,toilets.drinking-water,toilets.it-is-out-of-order,none
3,toilets.drinking-water,toilets.it-is-out-of-order,none
1,toilets.drinking-water,toilets.it-is-urgent,none
2,toilets.drinking-water,toilets.it-is-urgent,none
3,toilets.drinking-water,toilets.it-is-urgent,none
1,toilets.drinking-water,toilets.may-i-have-the-toilet-key,none
2,toilets.drinking-water,toilets.may-i-have-the-toilet-key,none
3,toilets.drinking-water,toilets.may-i-have-the-toilet-key,none
1,toilets.drinking-water,toilets.may-i-use-the-toilet,none
2,toilets.drinking-water,toilets.may-i-use-the-toilet,none
3,toilets.drinking-water,toilets.may-i-use-the-toilet,none
1,toilets.drinking-water,toilets.mens-toilet,none
2,toilets.drinking-water,toilets.mens-toilet,none
3,toilets.drinking-water,toilets.mens-toilet,none
1,toilets.drinking-water,toilets.not-for-drinking,none
2,toilets.drinking-water,toilets.not-for-drinking,none
3,toilets.drinking-water,toilets.not-for-drinking,none
1,toilets.drinking-water,toilets.out-of-order,none
2,toilets.drinking-water,toilets.out-of-order,none
3,toilets.drinking-water,toilets.out-of-order,none
1,toilets.drinking-water,toilets.squat-toilet,none
2,toilets.drinking-water,toilets.squat-toilet,none
3,toilets.drinking-water,toilets.squat-toilet,none
1,toilets.drinking-water,toilets.the-toilet-will-not-flush,none
2,toilets.drinking-water,toilets.the-toilet-will-not-flush,none
3,toilets.drinking-water,toilets.the-toilet-will-not-flush,none
1,toilets.drinking-water,toilets.there-is-no-toilet-paper,none
2,toilets.drinking-water,toilets.there-is-no-toilet-paper,none
3,toilets.drinking-water,toilets.there-is-no-toilet-paper,none
1,toilets.drinking-water,toilets.toilet-paper,none
2,toilets.drinking-water,toilets.toilet-paper,none
3,toilets.drinking-water,toilets.toilet-paper,none
1,toilets.drinking-water,toilets.toilet-wc,none
2,toilets.drinking-water,toilets.toilet-wc,none
3,toilets.drinking-water,toilets.toilet-wc,none
1,toilets.drinking-water,toilets.where-can-i-wash-my-hands,none
2,toilets.drinking-water,toilets.where-can-i-wash-my-hands,none
3,toilets.drinking-water,toilets.where-can-i-wash-my-hands,none
1,toilets.drinking-water,toilets.where-public-toilet,none
2,toilets.drinking-water,toilets.where-public-toilet,none
3,toilets.drinking-water,toilets.where-public-toilet,none
1,toilets.drinking-water,toilets.where-toilet,none
2,toilets.drinking-water,toilets.where-toilet,none
3,toilets.drinking-water,toilets.where-toilet,none
1,toilets.drinking-water,toilets.womens-toilet,none
2,toilets.drinking-water,toilets.womens-toilet,none
3,toilets.drinking-water,toilets.womens-toilet,none
1,toilets.drinking-water,trail-landmarks.water-point,none
2,toilets.drinking-water,trail-landmarks.water-point,partial
3,toilets.drinking-water,trail-landmarks.water-point,partial
1,toilets.is-it-free,toilets.is-it-only-for-customers,none
2,toilets.is-it-free,toilets.is-it-only-for-customers,none
3,toilets.is-it-free,toilets.is-it-only-for-customers,none
1,toilets.is-it-free,toilets.is-the-tap-water-safe-to-drink,none
2,toilets.is-it-free,toilets.is-the-tap-water-safe-to-drink,none
3,toilets.is-it-free,toilets.is-the-tap-water-safe-to-drink,none
1,toilets.is-it-free,toilets.is-there-a-toilet-on-board,none
2,toilets.is-it-free,toilets.is-there-a-toilet-on-board,none
3,toilets.is-it-free,toilets.is-there-a-toilet-on-board,none
1,toilets.is-it-free,toilets.it-is-out-of-order,none
2,toilets.is-it-free,toilets.it-is-out-of-order,none
3,toilets.is-it-free,toilets.it-is-out-of-order,none
1,toilets.is-it-free,toilets.it-is-urgent,none
2,toilets.is-it-free,toilets.it-is-urgent,none
3,toilets.is-it-free,toilets.it-is-urgent,none
1,toilets.is-it-free,toilets.may-i-have-the-toilet-key,none
2,toilets.is-it-free,toilets.may-i-have-the-toilet-key,none
3,toilets.is-it-free,toilets.may-i-have-the-toilet-key,none
1,toilets.is-it-free,toilets.may-i-use-the-toilet,none
2,toilets.is-it-free,toilets.may-i-use-the-toilet,none
3,toilets.is-it-free,toilets.may-i-use-the-toilet,none
1,toilets.is-it-free,toilets.mens-toilet,none
2,toilets.is-it-free,toilets.mens-toilet,none
3,toilets.is-it-free,toilets.mens-toilet,none
1,toilets.is-it-free,toilets.not-for-drinking,none
2,toilets.is-it-free,toilets.not-for-drinking,none
3,toilets.is-it-free,toilets.not-for-drinking,none
1,toilets.is-it-free,toilets.out-of-order,none
2,toilets.is-it-free,toilets.out-of-order,none
3,toilets.is-it-free,toilets.out-of-order,none
1,toilets.is-it-free,toilets.squat-toilet,none
2,toilets.is-it-free,toilets.squat-toilet,none
3,toilets.is-it-free,toilets.squat-toilet,none
1,toilets.is-it-free,toilets.the-toilet-will-not-flush,none
2,toilets.is-it-free,toilets.the-toilet-will-not-flush,none
3,toilets.is-it-free,toilets.the-toilet-will-not-flush,none
1,toilets.is-it-free,toilets.there-is-no-toilet-paper,none
2,toilets.is-it-free,toilets.there-is-no-toilet-paper,none
3,toilets.is-it-free,toilets.there-is-no-toilet-paper,none
1,toilets.is-it-free,toilets.toilet-paper,none
2,toilets.is-it-free,toilets.toilet-paper,none
3,toilets.is-it-free,toilets.toilet-paper,none
1,toilets.is-it-free,toilets.toilet-wc,none
2,toilets.is-it-free,toilets.toilet-wc,none
3,toilets.is-it-free,toilets.toilet-wc,none
1,toilets.is-it-free,toilets.where-can-i-wash-my-hands,none
2,toilets.is-it-free,toilets.where-can-i-wash-my-hands,none
3,toilets.is-it-free,toilets.where-can-i-wash-my-hands,none
1,toilets.is-it-free,toilets.where-public-toilet,none
2,toilets.is-it-free,toilets.where-public-toilet,none
3,toilets.is-it-free,toilets.where-public-toilet,none
1,toilets.is-it-free,toilets.where-toilet,none
2,toilets.is-it-free,toilets.where-toilet,none
3,toilets.is-it-free,toilets.where-toilet,none
1,toilets.is-it-free,toilets.womens-toilet,none
2,toilets.is-it-free,toilets.womens-toilet,none
3,toilets.is-it-free,toilets.womens-toilet,none
1,toilets.is-it-only-for-customers,toilets.is-the-tap-water-safe-to-drink,none
2,toilets.is-it-only-for-customers,toilets.is-the-tap-water-safe-to-drink,none
3,toilets.is-it-only-for-customers,toilets.is-the-tap-water-safe-to-drink,none
1,toilets.is-it-only-for-customers,toilets.is-there-a-toilet-on-board,none
2,toilets.is-it-only-for-customers,toilets.is-there-a-toilet-on-board,none
3,toilets.is-it-only-for-customers,toilets.is-there-a-toilet-on-board,none
1,toilets.is-it-only-for-customers,toilets.it-is-out-of-order,none
2,toilets.is-it-only-for-customers,toilets.it-is-out-of-order,none
3,toilets.is-it-only-for-customers,toilets.it-is-out-of-order,none
1,toilets.is-it-only-for-customers,toilets.it-is-urgent,none
2,toilets.is-it-only-for-customers,toilets.it-is-urgent,none
3,toilets.is-it-only-for-customers,toilets.it-is-urgent,none
1,toilets.is-it-only-for-customers,toilets.may-i-have-the-toilet-key,none
2,toilets.is-it-only-for-customers,toilets.may-i-have-the-toilet-key,none
3,toilets.is-it-only-for-customers,toilets.may-i-have-the-toilet-key,none
1,toilets.is-it-only-for-customers,toilets.may-i-use-the-toilet,partial
2,toilets.is-it-only-for-customers,toilets.may-i-use-the-toilet,partial
3,toilets.is-it-only-for-customers,toilets.may-i-use-the-toilet,none
1,toilets.is-it-only-for-customers,toilets.mens-toilet,none
2,toilets.is-it-only-for-customers,toilets.mens-toilet,none
3,toilets.is-it-only-for-customers,toilets.mens-toilet,none
1,toilets.is-it-only-for-customers,toilets.not-for-drinking,none
2,toilets.is-it-only-for-customers,toilets.not-for-drinking,none
3,toilets.is-it-only-for-customers,toilets.not-for-drinking,none
1,toilets.is-it-only-for-customers,toilets.out-of-order,none
2,toilets.is-it-only-for-customers,toilets.out-of-order,none
3,toilets.is-it-only-for-customers,toilets.out-of-order,none
1,toilets.is-it-only-for-customers,toilets.squat-toilet,none
2,toilets.is-it-only-for-customers,toilets.squat-toilet,none
3,toilets.is-it-only-for-customers,toilets.squat-toilet,none
1,toilets.is-it-only-for-customers,toilets.the-toilet-will-not-flush,none
2,toilets.is-it-only-for-customers,toilets.the-toilet-will-not-flush,none
3,toilets.is-it-only-for-customers,toilets.the-toilet-will-not-flush,none
1,toilets.is-it-only-for-customers,toilets.there-is-no-toilet-paper,none
2,toilets.is-it-only-for-customers,toilets.there-is-no-toilet-paper,none
3,toilets.is-it-only-for-customers,toilets.there-is-no-toilet-paper,none
1,toilets.is-it-only-for-customers,toilets.toilet-paper,none
2,toilets.is-it-only-for-customers,toilets.toilet-paper,none
3,toilets.is-it-only-for-customers,toilets.toilet-paper,none
1,toilets.is-it-only-for-customers,toilets.toilet-wc,none
2,toilets.is-it-only-for-customers,toilets.toilet-wc,none
3,toilets.is-it-only-for-customers,toilets.toilet-wc,none
1,toilets.is-it-only-for-customers,toilets.where-can-i-wash-my-hands,none
2,toilets.is-it-only-for-customers,toilets.where-can-i-wash-my-hands,none
3,toilets.is-it-only-for-customers,toilets.where-can-i-wash-my-hands,none
1,toilets.is-it-only-for-customers,toilets.where-public-toilet,none
2,toilets.is-it-only-for-customers,toilets.where-public-toilet,none
3,toilets.is-it-only-for-customers,toilets.where-public-toilet,none
1,toilets.is-it-only-for-customers,toilets.where-toilet,none
2,toilets.is-it-only-for-customers,toilets.where-toilet,none
3,toilets.is-it-only-for-customers,toilets.where-toilet,none
1,toilets.is-it-only-for-customers,toilets.womens-toilet,none
2,toilets.is-it-only-for-customers,toilets.womens-toilet,none
3,toilets.is-it-only-for-customers,toilets.womens-toilet,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.is-there-a-toilet-on-board,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.is-there-a-toilet-on-board,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.is-there-a-toilet-on-board,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.it-is-out-of-order,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.it-is-out-of-order,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.it-is-out-of-order,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.it-is-urgent,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.it-is-urgent,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.it-is-urgent,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.may-i-have-the-toilet-key,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.may-i-have-the-toilet-key,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.may-i-have-the-toilet-key,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.may-i-use-the-toilet,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.may-i-use-the-toilet,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.may-i-use-the-toilet,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.mens-toilet,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.mens-toilet,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.mens-toilet,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.not-for-drinking,partial
2,toilets.is-the-tap-water-safe-to-drink,toilets.not-for-drinking,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.not-for-drinking,partial
1,toilets.is-the-tap-water-safe-to-drink,toilets.out-of-order,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.out-of-order,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.out-of-order,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.squat-toilet,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.squat-toilet,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.squat-toilet,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.the-toilet-will-not-flush,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.the-toilet-will-not-flush,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.the-toilet-will-not-flush,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.there-is-no-toilet-paper,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.there-is-no-toilet-paper,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.there-is-no-toilet-paper,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.toilet-paper,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.toilet-paper,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.toilet-paper,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.toilet-wc,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.toilet-wc,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.toilet-wc,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.where-can-i-wash-my-hands,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.where-can-i-wash-my-hands,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.where-can-i-wash-my-hands,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.where-public-toilet,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.where-public-toilet,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.where-public-toilet,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.where-toilet,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.where-toilet,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.where-toilet,none
1,toilets.is-the-tap-water-safe-to-drink,toilets.womens-toilet,none
2,toilets.is-the-tap-water-safe-to-drink,toilets.womens-toilet,none
3,toilets.is-the-tap-water-safe-to-drink,toilets.womens-toilet,none
1,toilets.is-there-a-toilet-on-board,toilets.it-is-out-of-order,none
2,toilets.is-there-a-toilet-on-board,toilets.it-is-out-of-order,none
3,toilets.is-there-a-toilet-on-board,toilets.it-is-out-of-order,none
1,toilets.is-there-a-toilet-on-board,toilets.it-is-urgent,none
2,toilets.is-there-a-toilet-on-board,toilets.it-is-urgent,none
3,toilets.is-there-a-toilet-on-board,toilets.it-is-urgent,none
1,toilets.is-there-a-toilet-on-board,toilets.may-i-have-the-toilet-key,none
2,toilets.is-there-a-toilet-on-board,toilets.may-i-have-the-toilet-key,none
3,toilets.is-there-a-toilet-on-board,toilets.may-i-have-the-toilet-key,none
1,toilets.is-there-a-toilet-on-board,toilets.may-i-use-the-toilet,none
2,toilets.is-there-a-toilet-on-board,toilets.may-i-use-the-toilet,none
3,toilets.is-there-a-toilet-on-board,toilets.may-i-use-the-toilet,none
1,toilets.is-there-a-toilet-on-board,toilets.mens-toilet,none
2,toilets.is-there-a-toilet-on-board,toilets.mens-toilet,none
3,toilets.is-there-a-toilet-on-board,toilets.mens-toilet,none
1,toilets.is-there-a-toilet-on-board,toilets.not-for-drinking,none
2,toilets.is-there-a-toilet-on-board,toilets.not-for-drinking,none
3,toilets.is-there-a-toilet-on-board,toilets.not-for-drinking,none
1,toilets.is-there-a-toilet-on-board,toilets.out-of-order,none
2,toilets.is-there-a-toilet-on-board,toilets.out-of-order,none
3,toilets.is-there-a-toilet-on-board,toilets.out-of-order,none
1,toilets.is-there-a-toilet-on-board,toilets.squat-toilet,none
2,toilets.is-there-a-toilet-on-board,toilets.squat-toilet,none
3,toilets.is-there-a-toilet-on-board,toilets.squat-toilet,none
1,toilets.is-there-a-toilet-on-board,toilets.the-toilet-will-not-flush,none
2,toilets.is-there-a-toilet-on-board,toilets.the-toilet-will-not-flush,none
3,toilets.is-there-a-toilet-on-board,toilets.the-toilet-will-not-flush,none
1,toilets.is-there-a-toilet-on-board,toilets.there-is-no-toilet-paper,none
2,toilets.is-there-a-toilet-on-board,toilets.there-is-no-toilet-paper,none
3,toilets.is-there-a-toilet-on-board,toilets.there-is-no-toilet-paper,none
1,toilets.is-there-a-toilet-on-board,toilets.toilet-paper,none
2,toilets.is-there-a-toilet-on-board,toilets.toilet-paper,none
3,toilets.is-there-a-toilet-on-board,toilets.toilet-paper,none
1,toilets.is-there-a-toilet-on-board,toilets.toilet-wc,partial
2,toilets.is-there-a-toilet-on-board,toilets.toilet-wc,partial
3,toilets.is-there-a-toilet-on-board,toilets.toilet-wc,partial
1,toilets.is-there-a-toilet-on-board,toilets.where-can-i-wash-my-hands,none
2,toilets.is-there-a-toilet-on-board,toilets.where-can-i-wash-my-hands,none
3,toilets.is-there-a-toilet-on-board,toilets.where-can-i-wash-my-hands,none
1,toilets.is-there-a-toilet-on-board,toilets.where-public-toilet,partial
2,toilets.is-there-a-toilet-on-board,toilets.where-public-toilet,none
3,toilets.is-there-a-toilet-on-board,toilets.where-public-toilet,partial
1,toilets.is-there-a-toilet-on-board,toilets.where-toilet,partial
2,toilets.is-there-a-toilet-on-board,toilets.where-toilet,partial
3,toilets.is-there-a-toilet-on-board,toilets.where-toilet,partial
1,toilets.is-there-a-toilet-on-board,toilets.womens-toilet,none
2,toilets.is-there-a-toilet-on-board,toilets.womens-toilet,none
3,toilets.is-there-a-toilet-on-board,toilets.womens-toilet,none
1,toilets.it-is-out-of-order,toilets.it-is-urgent,none
2,toilets.it-is-out-of-order,toilets.it-is-urgent,none
3,toilets.it-is-out-of-order,toilets.it-is-urgent,none
1,toilets.it-is-out-of-order,toilets.may-i-have-the-toilet-key,none
2,toilets.it-is-out-of-order,toilets.may-i-have-the-toilet-key,none
3,toilets.it-is-out-of-order,toilets.may-i-have-the-toilet-key,none
1,toilets.it-is-out-of-order,toilets.may-i-use-the-toilet,none
2,toilets.it-is-out-of-order,toilets.may-i-use-the-toilet,none
3,toilets.it-is-out-of-order,toilets.may-i-use-the-toilet,none
1,toilets.it-is-out-of-order,toilets.mens-toilet,none
2,toilets.it-is-out-of-order,toilets.mens-toilet,none
3,toilets.it-is-out-of-order,toilets.mens-toilet,none
1,toilets.it-is-out-of-order,toilets.not-for-drinking,none
2,toilets.it-is-out-of-order,toilets.not-for-drinking,none
3,toilets.it-is-out-of-order,toilets.not-for-drinking,none
1,toilets.it-is-out-of-order,toilets.out-of-order,duplicate
2,toilets.it-is-out-of-order,toilets.out-of-order,partial
3,toilets.it-is-out-of-order,toilets.out-of-order,partial
1,toilets.it-is-out-of-order,toilets.squat-toilet,none
2,toilets.it-is-out-of-order,toilets.squat-toilet,none
3,toilets.it-is-out-of-order,toilets.squat-toilet,none
1,toilets.it-is-out-of-order,toilets.the-toilet-will-not-flush,partial
2,toilets.it-is-out-of-order,toilets.the-toilet-will-not-flush,partial
3,toilets.it-is-out-of-order,toilets.the-toilet-will-not-flush,partial
1,toilets.it-is-out-of-order,toilets.there-is-no-toilet-paper,none
2,toilets.it-is-out-of-order,toilets.there-is-no-toilet-paper,none
3,toilets.it-is-out-of-order,toilets.there-is-no-toilet-paper,none
1,toilets.it-is-out-of-order,toilets.toilet-paper,none
2,toilets.it-is-out-of-order,toilets.toilet-paper,none
3,toilets.it-is-out-of-order,toilets.toilet-paper,none
1,toilets.it-is-out-of-order,toilets.toilet-wc,none
2,toilets.it-is-out-of-order,toilets.toilet-wc,none
3,toilets.it-is-out-of-order,toilets.toilet-wc,none
1,toilets.it-is-out-of-order,toilets.where-can-i-wash-my-hands,none
2,toilets.it-is-out-of-order,toilets.where-can-i-wash-my-hands,none
3,toilets.it-is-out-of-order,toilets.where-can-i-wash-my-hands,none
1,toilets.it-is-out-of-order,toilets.where-public-toilet,none
2,toilets.it-is-out-of-order,toilets.where-public-toilet,none
3,toilets.it-is-out-of-order,toilets.where-public-toilet,none
1,toilets.it-is-out-of-order,toilets.where-toilet,none
2,toilets.it-is-out-of-order,toilets.where-toilet,none
3,toilets.it-is-out-of-order,toilets.where-toilet,none
1,toilets.it-is-out-of-order,toilets.womens-toilet,none
2,toilets.it-is-out-of-order,toilets.womens-toilet,none
3,toilets.it-is-out-of-order,toilets.womens-toilet,none
1,toilets.it-is-urgent,toilets.may-i-have-the-toilet-key,none
2,toilets.it-is-urgent,toilets.may-i-have-the-toilet-key,none
3,toilets.it-is-urgent,toilets.may-i-have-the-toilet-key,none
1,toilets.it-is-urgent,toilets.may-i-use-the-toilet,none
2,toilets.it-is-urgent,toilets.may-i-use-the-toilet,none
3,toilets.it-is-urgent,toilets.may-i-use-the-toilet,none
1,toilets.it-is-urgent,toilets.mens-toilet,none
2,toilets.it-is-urgent,toilets.mens-toilet,none
3,toilets.it-is-urgent,toilets.mens-toilet,none
1,toilets.it-is-urgent,toilets.not-for-drinking,none
2,toilets.it-is-urgent,toilets.not-for-drinking,none
3,toilets.it-is-urgent,toilets.not-for-drinking,none
1,toilets.it-is-urgent,toilets.out-of-order,none
2,toilets.it-is-urgent,toilets.out-of-order,none
3,toilets.it-is-urgent,toilets.out-of-order,none
1,toilets.it-is-urgent,toilets.squat-toilet,none
2,toilets.it-is-urgent,toilets.squat-toilet,none
3,toilets.it-is-urgent,toilets.squat-toilet,none
1,toilets.it-is-urgent,toilets.the-toilet-will-not-flush,none
2,toilets.it-is-urgent,toilets.the-toilet-will-not-flush,none
3,toilets.it-is-urgent,toilets.the-toilet-will-not-flush,none
1,toilets.it-is-urgent,toilets.there-is-no-toilet-paper,none
2,toilets.it-is-urgent,toilets.there-is-no-toilet-paper,none
3,toilets.it-is-urgent,toilets.there-is-no-toilet-paper,none
1,toilets.it-is-urgent,toilets.toilet-paper,none
2,toilets.it-is-urgent,toilets.toilet-paper,none
